ms,bs,cs,fs,max_logLs,min_logLs,mean_logLs,median_logLs,std_logLs,transit_multiplicities_all
-2.0,0.2,100000000.0,0.0,-175926.1089132842,-175926.1089132842,-175926.1089132842,-175926.1089132842,0.0,"[[1041, 158, 60, 48, 22, 3], [1017, 177, 84, 53, 22, 5], [993, 186, 61, 41, 18, 3], [1017, 164, 72, 43, 26, 10], [1008, 191, 60, 53, 24, 7], [997, 175, 65, 46, 17, 5], [989, 161, 75, 43, 14, 5], [971, 186, 78, 44, 17, 3], [993, 188, 66, 40, 10, 7]]"
-2.0,0.2,100000000.0,0.1,-83975.45730101397,-85290.13162075757,-84679.46810876313,-84794.54338339751,365.0048309182872,"[[1041, 158, 60, 48, 22, 3], [1017, 177, 84, 53, 22, 5], [993, 186, 61, 41, 18, 3], [1017, 164, 72, 43, 26, 10], [1008, 191, 60, 53, 24, 7], [997, 175, 65, 46, 17, 5], [989, 161, 75, 43, 14, 5], [971, 186, 78, 44, 17, 3], [993, 188, 66, 40, 10, 7]]"
-2.0,0.2,100000000.0,0.2,-70267.20125241243,-71578.57557215603,-70969.8120601616,-71083.58733479599,363.3154976476953,"[[1041, 158, 60, 48, 22, 3], [1017, 177, 84, 53, 22, 5], [993, 186, 61, 41, 18, 3], [1017, 164, 72, 43, 26, 10], [1008, 191, 60, 53, 24, 7], [997, 175, 65, 46, 17, 5], [989, 161, 75, 43, 14, 5], [971, 186, 78, 44, 17, 3], [993, 188, 66, 40, 10, 7]]"
-2.0,0.2,100000000.0,0.30000000000000004,-62303.668508600495,-63611.742828344075,-63004.879316349645,-63117.35459098405,361.6322834062598,"[[1041, 158, 60, 48, 22, 3], [1017, 177, 84, 53, 22, 5], [993, 186, 61, 41, 18, 3], [1017, 164, 72, 43, 26, 10], [1008, 191, 60, 53, 24, 7], [997, 175, 65, 46, 17, 5], [989, 161, 75, 43, 14, 5], [971, 186, 78, 44, 17, 3], [993, 188, 66, 40, 10, 7]]"
-2.0,0.2,100000000.0,0.4,-56692.14520381088,-57996.919523554454,-57391.95601156002,-57503.13128619443,359.9552740349816,"[[1041, 158, 60, 48, 22, 3], [1017, 177, 84, 53, 22, 5], [993, 186, 61, 41, 18, 3], [1017, 164, 72, 43, 26, 10], [1008, 191, 60, 53, 24, 7], [997, 175, 65, 46, 17, 5], [989, 161, 75, 43, 14, 5], [971, 186, 78, 44, 17, 3], [993, 188, 66, 40, 10, 7]]"
-2.0,0.2,100000000.0,0.5,-52369.39162761743,-53670.86594736101,-53067.802435366575,-53177.67771000098,358.2845566625831,"[[1041, 158, 60, 48, 22, 3], [1017, 177, 84, 53, 22, 5], [993, 186, 61, 41, 18, 3], [1017, 164, 72, 43, 26, 10], [1008, 191, 60, 53, 24, 7], [997, 175, 65, 46, 17, 5], [989, 161, 75, 43, 14, 5], [971, 186, 78, 44, 17, 3], [993, 188, 66, 40, 10, 7]]"
-2.0,0.2,100000000.0,0.6000000000000001,-48861.81245999897,-50159.98677974253,-49558.82326774809,-49667.39854238251,356.62021972056056,"[[1041, 158, 60, 48, 22, 3], [1017, 177, 84, 53, 22, 5], [993, 186, 61, 41, 18, 3], [1017, 164, 72, 43, 26, 10], [1008, 191, 60, 53, 24, 7], [997, 175, 65, 46, 17, 5], [989, 161, 75, 43, 14, 5], [971, 186, 78, 44, 17, 3], [993, 188, 66, 40, 10, 7]]"
-2.0,0.2,100000000.0,0.7000000000000001,-45916.77753452843,-47211.651854272015,-46612.388342277576,-46719.66361691199,354.9623529580538,"[[1041, 158, 60, 48, 22, 3], [1017, 177, 84, 53, 22, 5], [993, 186, 61, 41, 18, 3], [1017, 164, 72, 43, 26, 10], [1008, 191, 60, 53, 24, 7], [997, 175, 65, 46, 17, 5], [989, 161, 75, 43, 14, 5], [971, 186, 78, 44, 17, 3], [993, 188, 66, 40, 10, 7]]"
-2.0,0.2,100000000.0,0.8,-43383.48915520931,-44675.06347495292,-44077.699962958475,-44183.675237592885,353.31104745651714,"[[1041, 158, 60, 48, 22, 3], [1017, 177, 84, 53, 22, 5], [993, 186, 61, 41, 18, 3], [1017, 164, 72, 43, 26, 10], [1008, 191, 60, 53, 24, 7], [997, 175, 65, 46, 17, 5], [989, 161, 75, 43, 14, 5], [971, 186, 78, 44, 17, 3], [993, 188, 66, 40, 10, 7]]"
-2.0,0.2,100000000.0,0.9,-41164.67971618701,-42452.95403593059,-41857.49052393616,-41962.16579857055,351.666395644311,"[[1041, 158, 60, 48, 22, 3], [1017, 177, 84, 53, 22, 5], [993, 186, 61, 41, 18, 3], [1017, 164, 72, 43, 26, 10], [1008, 191, 60, 53, 24, 7], [997, 175, 65, 46, 17, 5], [989, 161, 75, 43, 14, 5], [971, 186, 78, 44, 17, 3], [993, 188, 66, 40, 10, 7]]"
-2.0,0.2,100000000.0,1.0,-39193.935579015895,-40478.909898759484,-39885.346386765035,-39988.721661399446,350.02849131096633,"[[1041, 158, 60, 48, 22, 3], [1017, 177, 84, 53, 22, 5], [993, 186, 61, 41, 18, 3], [1017, 164, 72, 43, 26, 10], [1008, 191, 60, 53, 24, 7], [997, 175, 65, 46, 17, 5], [989, 161, 75, 43, 14, 5], [971, 186, 78, 44, 17, 3], [993, 188, 66, 40, 10, 7]]"
-2.0,0.2,158489319.2461111,0.0,-175743.1075033013,-175743.1075033013,-175743.1075033013,-175743.1075033013,0.0,"[[1014, 101], [981, 101], [983, 100], [989, 98], [992, 95], [980, 88], [1030, 101], [971, 106], [983, 104]]"
-2.0,0.2,158489319.2461111,0.1,-84205.62005420554,-85347.71387831109,-84958.83424015935,-85111.97068096107,345.456359571268,"[[1014, 101], [981, 101], [983, 100], [989, 98], [992, 95], [980, 88], [1030, 101], [971, 106], [983, 104]]"
-2.0,0.2,158489319.2461111,0.2,-70527.17060260432,-71663.86442670984,-71276.3625663359,-71429.12122935985,343.6558887682707,"[[1014, 101], [981, 101], [983, 100], [989, 98], [992, 95], [980, 88], [1030, 101], [971, 106], [983, 104]]"
-2.0,0.2,158489319.2461111,0.30000000000000004,-62572.73134657617,-63704.02517068169,-63317.90108808553,-63470.28197333169,341.85599010386215,"[[1014, 101], [981, 101], [983, 100], [989, 98], [992, 95], [980, 88], [1030, 101], [971, 106], [983, 104]]"
-2.0,0.2,158489319.2461111,0.4,-56961.82115100309,-58087.714975108596,-57702.968670290225,-57854.971777758605,340.05667266291306,"[[1014, 101], [981, 101], [983, 100], [989, 98], [992, 95], [980, 88], [1030, 101], [971, 106], [983, 104]]"
-2.0,0.2,158489319.2461111,0.5,-52635.033910504244,-53755.52773460978,-53372.15920756917,-53523.78453725979,338.2579457206573,"[[1014, 101], [981, 101], [983, 100], [989, 98], [992, 95], [980, 88], [1030, 101], [971, 106], [983, 104]]"
-2.0,0.2,158489319.2461111,0.6000000000000001,-49120.48189497494,-50235.57571908046,-49853.58496981763,-50004.83252173047,336.45981874756154,"[[1014, 101], [981, 101], [983, 100], [989, 98], [992, 95], [980, 88], [1030, 101], [971, 106], [983, 104]]"
-2.0,0.2,158489319.2461111,0.7000000000000001,-46166.44581845198,-47276.13964255751,-46895.52667107246,-47046.39644520751,334.6623014144651,"[[1014, 101], [981, 101], [983, 100], [989, 98], [992, 95], [980, 88], [1030, 101], [971, 106], [983, 104]]"
-2.0,0.2,158489319.2461111,0.8,-43622.67169940186,-44726.96552350737,-44347.73032980011,-44498.22232615737,332.8654035977777,"[[1014, 101], [981, 101], [983, 100], [989, 98], [992, 95], [980, 88], [1030, 101], [971, 106], [983, 104]]"
-2.0,0.2,158489319.2461111,0.9,-41392.2426389468,-42491.13646305231,-42113.279047122836,-42263.39326570233,331.06913538489016,"[[1014, 101], [981, 101], [983, 100], [989, 98], [992, 95], [980, 88], [1030, 101], [971, 106], [983, 104]]"
-2.0,0.2,158489319.2461111,1.0,-39408.98445890301,-40502.47828300855,-40125.99864485683,-40275.73508565853,329.27350707974074,"[[1014, 101], [981, 101], [983, 100], [989, 98], [992, 95], [980, 88], [1030, 101], [971, 106], [983, 104]]"
-2.0,0.2,251188643.1509582,0.0,[],[],[],[],[],[]
-2.0,0.2,251188643.1509582,0.1,[],[],[],[],[],[]
-2.0,0.2,251188643.1509582,0.2,[],[],[],[],[],[]
-2.0,0.2,251188643.1509582,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.2,251188643.1509582,0.4,[],[],[],[],[],[]
-2.0,0.2,251188643.1509582,0.5,[],[],[],[],[],[]
-2.0,0.2,251188643.1509582,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.2,251188643.1509582,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.2,251188643.1509582,0.8,[],[],[],[],[],[]
-2.0,0.2,251188643.1509582,0.9,[],[],[],[],[],[]
-2.0,0.2,251188643.1509582,1.0,[],[],[],[],[],[]
-2.0,0.2,398107170.5534969,0.0,[],[],[],[],[],[]
-2.0,0.2,398107170.5534969,0.1,[],[],[],[],[],[]
-2.0,0.2,398107170.5534969,0.2,[],[],[],[],[],[]
-2.0,0.2,398107170.5534969,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.2,398107170.5534969,0.4,[],[],[],[],[],[]
-2.0,0.2,398107170.5534969,0.5,[],[],[],[],[],[]
-2.0,0.2,398107170.5534969,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.2,398107170.5534969,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.2,398107170.5534969,0.8,[],[],[],[],[],[]
-2.0,0.2,398107170.5534969,0.9,[],[],[],[],[],[]
-2.0,0.2,398107170.5534969,1.0,[],[],[],[],[],[]
-2.0,0.2,630957344.4801943,0.0,[],[],[],[],[],[]
-2.0,0.2,630957344.4801943,0.1,[],[],[],[],[],[]
-2.0,0.2,630957344.4801943,0.2,[],[],[],[],[],[]
-2.0,0.2,630957344.4801943,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.2,630957344.4801943,0.4,[],[],[],[],[],[]
-2.0,0.2,630957344.4801943,0.5,[],[],[],[],[],[]
-2.0,0.2,630957344.4801943,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.2,630957344.4801943,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.2,630957344.4801943,0.8,[],[],[],[],[],[]
-2.0,0.2,630957344.4801943,0.9,[],[],[],[],[],[]
-2.0,0.2,630957344.4801943,1.0,[],[],[],[],[],[]
-2.0,0.2,1000000000.0,0.0,[],[],[],[],[],[]
-2.0,0.2,1000000000.0,0.1,[],[],[],[],[],[]
-2.0,0.2,1000000000.0,0.2,[],[],[],[],[],[]
-2.0,0.2,1000000000.0,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.2,1000000000.0,0.4,[],[],[],[],[],[]
-2.0,0.2,1000000000.0,0.5,[],[],[],[],[],[]
-2.0,0.2,1000000000.0,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.2,1000000000.0,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.2,1000000000.0,0.8,[],[],[],[],[],[]
-2.0,0.2,1000000000.0,0.9,[],[],[],[],[],[]
-2.0,0.2,1000000000.0,1.0,[],[],[],[],[],[]
-2.0,0.2,1584893192.4611108,0.0,[],[],[],[],[],[]
-2.0,0.2,1584893192.4611108,0.1,[],[],[],[],[],[]
-2.0,0.2,1584893192.4611108,0.2,[],[],[],[],[],[]
-2.0,0.2,1584893192.4611108,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.2,1584893192.4611108,0.4,[],[],[],[],[],[]
-2.0,0.2,1584893192.4611108,0.5,[],[],[],[],[],[]
-2.0,0.2,1584893192.4611108,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.2,1584893192.4611108,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.2,1584893192.4611108,0.8,[],[],[],[],[],[]
-2.0,0.2,1584893192.4611108,0.9,[],[],[],[],[],[]
-2.0,0.2,1584893192.4611108,1.0,[],[],[],[],[],[]
-2.0,0.2,2511886431.509582,0.0,[],[],[],[],[],[]
-2.0,0.2,2511886431.509582,0.1,[],[],[],[],[],[]
-2.0,0.2,2511886431.509582,0.2,[],[],[],[],[],[]
-2.0,0.2,2511886431.509582,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.2,2511886431.509582,0.4,[],[],[],[],[],[]
-2.0,0.2,2511886431.509582,0.5,[],[],[],[],[],[]
-2.0,0.2,2511886431.509582,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.2,2511886431.509582,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.2,2511886431.509582,0.8,[],[],[],[],[],[]
-2.0,0.2,2511886431.509582,0.9,[],[],[],[],[],[]
-2.0,0.2,2511886431.509582,1.0,[],[],[],[],[],[]
-2.0,0.2,3981071705.5349693,0.0,[],[],[],[],[],[]
-2.0,0.2,3981071705.5349693,0.1,[],[],[],[],[],[]
-2.0,0.2,3981071705.5349693,0.2,[],[],[],[],[],[]
-2.0,0.2,3981071705.5349693,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.2,3981071705.5349693,0.4,[],[],[],[],[],[]
-2.0,0.2,3981071705.5349693,0.5,[],[],[],[],[],[]
-2.0,0.2,3981071705.5349693,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.2,3981071705.5349693,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.2,3981071705.5349693,0.8,[],[],[],[],[],[]
-2.0,0.2,3981071705.5349693,0.9,[],[],[],[],[],[]
-2.0,0.2,3981071705.5349693,1.0,[],[],[],[],[],[]
-2.0,0.2,6309573444.801943,0.0,[],[],[],[],[],[]
-2.0,0.2,6309573444.801943,0.1,[],[],[],[],[],[]
-2.0,0.2,6309573444.801943,0.2,[],[],[],[],[],[]
-2.0,0.2,6309573444.801943,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.2,6309573444.801943,0.4,[],[],[],[],[],[]
-2.0,0.2,6309573444.801943,0.5,[],[],[],[],[],[]
-2.0,0.2,6309573444.801943,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.2,6309573444.801943,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.2,6309573444.801943,0.8,[],[],[],[],[],[]
-2.0,0.2,6309573444.801943,0.9,[],[],[],[],[],[]
-2.0,0.2,6309573444.801943,1.0,[],[],[],[],[],[]
-2.0,0.2,10000000000.0,0.0,[],[],[],[],[],[]
-2.0,0.2,10000000000.0,0.1,[],[],[],[],[],[]
-2.0,0.2,10000000000.0,0.2,[],[],[],[],[],[]
-2.0,0.2,10000000000.0,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.2,10000000000.0,0.4,[],[],[],[],[],[]
-2.0,0.2,10000000000.0,0.5,[],[],[],[],[],[]
-2.0,0.2,10000000000.0,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.2,10000000000.0,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.2,10000000000.0,0.8,[],[],[],[],[],[]
-2.0,0.2,10000000000.0,0.9,[],[],[],[],[],[]
-2.0,0.2,10000000000.0,1.0,[],[],[],[],[],[]
-2.0,0.30000000000000004,100000000.0,0.0,-175926.1089132842,-175926.1089132842,-175926.1089132842,-175926.1089132842,0.0,"[[942, 206, 107, 51, 38, 11], [926, 232, 94, 66, 33, 9], [942, 201, 125, 57, 40, 5], [1018, 214, 112, 67, 35, 10], [941, 220, 114, 67, 34, 7], [978, 219, 86, 70, 22, 6], [956, 201, 84, 82, 28, 7], [922, 183, 112, 62, 34, 6], [939, 232, 110, 59, 33, 11]]"
-2.0,0.30000000000000004,100000000.0,0.1,-84312.1649553513,-86284.95103670852,-85646.90945000463,-85841.08642614754,568.9053384179402,"[[942, 206, 107, 51, 38, 11], [926, 232, 94, 66, 33, 9], [942, 201, 125, 57, 40, 5], [1018, 214, 112, 67, 35, 10], [941, 220, 114, 67, 34, 7], [978, 219, 86, 70, 22, 6], [956, 201, 84, 82, 28, 7], [922, 183, 112, 62, 34, 6], [939, 232, 110, 59, 33, 11]]"
-2.0,0.30000000000000004,100000000.0,0.2,-70616.30890674976,-72575.39498810696,-71942.85340140307,-72135.23943850328,565.889097369946,"[[942, 206, 107, 51, 38, 11], [926, 232, 94, 66, 33, 9], [942, 201, 125, 57, 40, 5], [1018, 214, 112, 67, 35, 10], [941, 220, 114, 67, 34, 7], [978, 219, 86, 70, 22, 6], [956, 201, 84, 82, 28, 7], [922, 183, 112, 62, 34, 6], [939, 232, 110, 59, 33, 11]]"
-2.0,0.30000000000000004,100000000.0,0.30000000000000004,-62665.17616293781,-64610.56224429503,-63983.520657591136,-64175.506694691365,562.8780282989469,"[[942, 206, 107, 51, 38, 11], [926, 232, 94, 66, 33, 9], [942, 201, 125, 57, 40, 5], [1018, 214, 112, 67, 35, 10], [941, 220, 114, 67, 34, 7], [978, 219, 86, 70, 22, 6], [956, 201, 84, 82, 28, 7], [922, 183, 112, 62, 34, 6], [939, 232, 110, 59, 33, 11]]"
-2.0,0.30000000000000004,100000000.0,0.4,-57066.0528581482,-58997.738939505405,-58376.19735280153,-58567.78338990175,559.8722146517119,"[[942, 206, 107, 51, 38, 11], [926, 232, 94, 66, 33, 9], [942, 201, 125, 57, 40, 5], [1018, 214, 112, 67, 35, 10], [941, 220, 114, 67, 34, 7], [978, 219, 86, 70, 22, 6], [956, 201, 84, 82, 28, 7], [922, 183, 112, 62, 34, 6], [939, 232, 110, 59, 33, 11]]"
-2.0,0.30000000000000004,100000000.0,0.5,-52755.69928195475,-54673.68536331197,-54057.64377660808,-54248.8298137083,556.8717415294955,"[[942, 206, 107, 51, 38, 11], [926, 232, 94, 66, 33, 9], [942, 201, 125, 57, 40, 5], [1018, 214, 112, 67, 35, 10], [941, 220, 114, 67, 34, 7], [978, 219, 86, 70, 22, 6], [956, 201, 84, 82, 28, 7], [922, 183, 112, 62, 34, 6], [939, 232, 110, 59, 33, 11]]"
-2.0,0.30000000000000004,100000000.0,0.6000000000000001,-49260.520114336265,-51164.80619569346,-50554.26460898959,-50745.05064608981,553.8766957247344,"[[942, 206, 107, 51, 38, 11], [926, 232, 94, 66, 33, 9], [942, 201, 125, 57, 40, 5], [1018, 214, 112, 67, 35, 10], [941, 220, 114, 67, 34, 7], [978, 219, 86, 70, 22, 6], [956, 201, 84, 82, 28, 7], [922, 183, 112, 62, 34, 6], [939, 232, 110, 59, 33, 11]]"
-2.0,0.30000000000000004,100000000.0,0.7000000000000001,-46327.885188865745,-48218.471270222966,-47613.429683519076,-47803.81572061931,550.8871657586448,"[[942, 206, 107, 51, 38, 11], [926, 232, 94, 66, 33, 9], [942, 201, 125, 57, 40, 5], [1018, 214, 112, 67, 35, 10], [941, 220, 114, 67, 34, 7], [978, 219, 86, 70, 22, 6], [956, 201, 84, 82, 28, 7], [922, 183, 112, 62, 34, 6], [939, 232, 110, 59, 33, 11]]"
-2.0,0.30000000000000004,100000000.0,0.8,-43806.996809546654,-45683.88289090387,-45084.341304199974,-45274.32734130021,547.903241919601,"[[942, 206, 107, 51, 38, 11], [926, 232, 94, 66, 33, 9], [942, 201, 125, 57, 40, 5], [1018, 214, 112, 67, 35, 10], [941, 220, 114, 67, 34, 7], [978, 219, 86, 70, 22, 6], [956, 201, 84, 82, 28, 7], [922, 183, 112, 62, 34, 6], [939, 232, 110, 59, 33, 11]]"
-2.0,0.30000000000000004,100000000.0,0.9,-41600.587370524336,-43463.77345188153,-42869.73186517765,-43059.31790227787,544.9250163024205,"[[942, 206, 107, 51, 38, 11], [926, 232, 94, 66, 33, 9], [942, 201, 125, 57, 40, 5], [1018, 214, 112, 67, 35, 10], [941, 220, 114, 67, 34, 7], [978, 219, 86, 70, 22, 6], [956, 201, 84, 82, 28, 7], [922, 183, 112, 62, 34, 6], [939, 232, 110, 59, 33, 11]]"
-2.0,0.30000000000000004,100000000.0,1.0,-39642.243233353205,-41491.72931471042,-40903.18772800653,-41092.37376510676,541.9525828485112,"[[942, 206, 107, 51, 38, 11], [926, 232, 94, 66, 33, 9], [942, 201, 125, 57, 40, 5], [1018, 214, 112, 67, 35, 10], [941, 220, 114, 67, 34, 7], [978, 219, 86, 70, 22, 6], [956, 201, 84, 82, 28, 7], [922, 183, 112, 62, 34, 6], [939, 232, 110, 59, 33, 11]]"
-2.0,0.30000000000000004,158489319.2461111,0.0,-175743.1075033013,-175895.5170958858,-175760.04190247733,-175743.1075033013,47.89771397083604,"[[988, 93], [966, 103, 1], [957, 101], [988, 91], [1053, 95], [1087, 113], [953, 90], [1046, 96], [997, 78]]"
-2.0,0.30000000000000004,158489319.2461111,0.1,-83126.56110824489,-85751.9778375272,-84770.81200240729,-85038.93676343559,894.3025330391766,"[[988, 93], [966, 103, 1], [957, 101], [988, 91], [1053, 95], [1087, 113], [953, 90], [1046, 96], [997, 78]]"
-2.0,0.30000000000000004,158489319.2461111,0.2,-69455.01165664365,-72064.72838592598,-71085.29027233843,-71355.48731183437,885.4050507592772,"[[988, 93], [966, 103, 1], [957, 101], [988, 91], [1053, 95], [1087, 113], [953, 90], [1046, 96], [997, 78]]"
-2.0,0.30000000000000004,158489319.2461111,0.30000000000000004,-61507.472400615516,-64101.48912989784,-63125.40893625323,-63396.0480558062,878.2694382961843,"[[988, 93], [966, 103, 1], [957, 101], [988, 91], [1053, 95], [1087, 113], [953, 90], [1046, 96], [997, 78]]"
-2.0,0.30000000000000004,158489319.2461111,0.4,-55903.46220504243,-58481.77893432474,-57509.72409782514,-57780.13786023312,871.8407925843968,"[[988, 93], [966, 103, 1], [957, 101], [988, 91], [1053, 95], [1087, 113], [953, 90], [1046, 96], [997, 78]]"
-2.0,0.30000000000000004,158489319.2461111,0.5,-51583.5749645436,-54146.19169382592,-53178.52793275775,-53448.350619734294,865.794416355479,"[[988, 93], [966, 103, 1], [957, 101], [988, 91], [1053, 95], [1087, 113], [953, 90], [1046, 96], [997, 78]]"
-2.0,0.30000000000000004,158489319.2461111,0.6000000000000001,-48075.92294901427,-50622.83967829661,-49659.7983172955,-49928.79860420499,859.9874621098705,"[[988, 93], [966, 103, 1], [957, 101], [988, 91], [1053, 95], [1087, 113], [953, 90], [1046, 96], [997, 78]]"
-2.0,0.30000000000000004,158489319.2461111,0.7000000000000001,-45128.78687249131,-47660.00360177366,-46701.74427580906,-46969.76252768202,854.344472188184,"[[988, 93], [966, 103, 1], [957, 101], [988, 91], [1053, 95], [1087, 113], [953, 90], [1046, 96], [997, 78]]"
-2.0,0.30000000000000004,158489319.2461111,0.8,-42591.9127534412,-45107.42948272352,-44154.06903442295,-44420.98840863186,848.8207738954604,"[[988, 93], [966, 103, 1], [957, 101], [988, 91], [1053, 95], [1087, 113], [953, 90], [1046, 96], [997, 78]]"
-2.0,0.30000000000000004,158489319.2461111,0.9,-40368.38369298613,-42868.20042226847,-41919.8280923214,-42185.55934817686,843.3877587164329,"[[988, 93], [966, 103, 1], [957, 101], [988, 91], [1053, 95], [1087, 113], [953, 90], [1046, 96], [997, 78]]"
-2.0,0.30000000000000004,158489319.2461111,1.0,-38392.025512942346,-40876.1422422247,-39932.828424911124,-40197.30116813306,838.0260185895582,"[[988, 93], [966, 103, 1], [957, 101], [988, 91], [1053, 95], [1087, 113], [953, 90], [1046, 96], [997, 78]]"
-2.0,0.30000000000000004,251188643.1509582,0.0,[],[],[],[],[],[]
-2.0,0.30000000000000004,251188643.1509582,0.1,[],[],[],[],[],[]
-2.0,0.30000000000000004,251188643.1509582,0.2,[],[],[],[],[],[]
-2.0,0.30000000000000004,251188643.1509582,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.30000000000000004,251188643.1509582,0.4,[],[],[],[],[],[]
-2.0,0.30000000000000004,251188643.1509582,0.5,[],[],[],[],[],[]
-2.0,0.30000000000000004,251188643.1509582,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.30000000000000004,251188643.1509582,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.30000000000000004,251188643.1509582,0.8,[],[],[],[],[],[]
-2.0,0.30000000000000004,251188643.1509582,0.9,[],[],[],[],[],[]
-2.0,0.30000000000000004,251188643.1509582,1.0,[],[],[],[],[],[]
-2.0,0.30000000000000004,398107170.5534969,0.0,[],[],[],[],[],[]
-2.0,0.30000000000000004,398107170.5534969,0.1,[],[],[],[],[],[]
-2.0,0.30000000000000004,398107170.5534969,0.2,[],[],[],[],[],[]
-2.0,0.30000000000000004,398107170.5534969,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.30000000000000004,398107170.5534969,0.4,[],[],[],[],[],[]
-2.0,0.30000000000000004,398107170.5534969,0.5,[],[],[],[],[],[]
-2.0,0.30000000000000004,398107170.5534969,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.30000000000000004,398107170.5534969,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.30000000000000004,398107170.5534969,0.8,[],[],[],[],[],[]
-2.0,0.30000000000000004,398107170.5534969,0.9,[],[],[],[],[],[]
-2.0,0.30000000000000004,398107170.5534969,1.0,[],[],[],[],[],[]
-2.0,0.30000000000000004,630957344.4801943,0.0,[],[],[],[],[],[]
-2.0,0.30000000000000004,630957344.4801943,0.1,[],[],[],[],[],[]
-2.0,0.30000000000000004,630957344.4801943,0.2,[],[],[],[],[],[]
-2.0,0.30000000000000004,630957344.4801943,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.30000000000000004,630957344.4801943,0.4,[],[],[],[],[],[]
-2.0,0.30000000000000004,630957344.4801943,0.5,[],[],[],[],[],[]
-2.0,0.30000000000000004,630957344.4801943,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.30000000000000004,630957344.4801943,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.30000000000000004,630957344.4801943,0.8,[],[],[],[],[],[]
-2.0,0.30000000000000004,630957344.4801943,0.9,[],[],[],[],[],[]
-2.0,0.30000000000000004,630957344.4801943,1.0,[],[],[],[],[],[]
-2.0,0.30000000000000004,1000000000.0,0.0,[],[],[],[],[],[]
-2.0,0.30000000000000004,1000000000.0,0.1,[],[],[],[],[],[]
-2.0,0.30000000000000004,1000000000.0,0.2,[],[],[],[],[],[]
-2.0,0.30000000000000004,1000000000.0,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.30000000000000004,1000000000.0,0.4,[],[],[],[],[],[]
-2.0,0.30000000000000004,1000000000.0,0.5,[],[],[],[],[],[]
-2.0,0.30000000000000004,1000000000.0,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.30000000000000004,1000000000.0,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.30000000000000004,1000000000.0,0.8,[],[],[],[],[],[]
-2.0,0.30000000000000004,1000000000.0,0.9,[],[],[],[],[],[]
-2.0,0.30000000000000004,1000000000.0,1.0,[],[],[],[],[],[]
-2.0,0.30000000000000004,1584893192.4611108,0.0,[],[],[],[],[],[]
-2.0,0.30000000000000004,1584893192.4611108,0.1,[],[],[],[],[],[]
-2.0,0.30000000000000004,1584893192.4611108,0.2,[],[],[],[],[],[]
-2.0,0.30000000000000004,1584893192.4611108,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.30000000000000004,1584893192.4611108,0.4,[],[],[],[],[],[]
-2.0,0.30000000000000004,1584893192.4611108,0.5,[],[],[],[],[],[]
-2.0,0.30000000000000004,1584893192.4611108,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.30000000000000004,1584893192.4611108,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.30000000000000004,1584893192.4611108,0.8,[],[],[],[],[],[]
